"1_Mot"	"2_Phono"	"3_Phono_IPA"	"4_Lemme"	"5_Cgram"	"6_CgramOrtho"	"7_Genre"	"8_Nombre"	"9_InfoVER"	"10_FreqMot"	"11_FreqOrtho"	"12_FreqLemme"	"13_CDOrtho"	"14_IsLem"	"15_NbLettres"	"16_NbPhons"	"17_OLD20"	"18_PLD20"	"19_CVOrtho"	"20_CVPhono"	"21_VoisOrtho"	"22_VoisPhono"	"23_NbHomog"	"24_NbHomoph"	"25_SyllPhono"	"26_SyllNb"	"27_SyllCV"	"28_PUOrtho"	"29_PUPhon"	"30_MorphoBase"	"31_MorphoStruct"	"32_MorphoDecomp"	"33_Preval"	"34_PrevalNb"	"35_RT_FLP"	"36_zRT_FLP"	"37_Err_FLP"
maria	maRja	maʁja	marier	VER	VER	""	s	ind:pas:3	10.608	28.769	184.310	3.77679	0	5	5	1.1	1	CVCVV	CVCYV	11	13	0	2	ma-Rja	2	CV-CYV	0	0	""	""	""	100	22	630.1052632	-0.410727189	0.166666667
déterminer	detERmine	detɛʁmine	déterminer	VER	VER	""	""	inf	10.601	10.604	22.440	4.43815	1	10	9	2.2	2.1	CVVCVCCVCVC	CVCVCCVCV	3	4	0	9	de-tER-mi-ne	4	CV-CVC-CV-CV	10	9	terme	"1-1-2"	_dé/term(e).in.er	100	21	770.44	0.061798969	0
foutue	futy	futy	foutu	ADJ	VER,ADJ	f	s	""	10.598	16.684	34.573	6.58145	0	6	4	1.7	1.5	CVVCVV	CVCV	3	8	1	7	fu-ty	2	CV-CV	0	4	""	""	""	90	21	736.4166667	0.145757353	0.04
fatiguée	fatige	fatige	fatigué	ADJ	VER,ADJ	f	s	""	10.595	26.589	26.377	9.68310	0	8	6	2.55	1.75	CVCVCVVVV	CVCVCV	1	3	1	9	fa-ti-ge	3	CV-CV-CV	0	6	""	""	""	100	17	625.16	-0.726651571	0
enverrai	@vERE	ɑ̃vɛʁɛ	envoyer	VER	VER	""	s	ind:fut:1	10.595	10.595	395.332	4.68004	0	8	5	1.65	1.5	VCCVCCVV	VCVCV	3	7	0	3	@-vE-RE	3	V-CV-CV	0	0	""	""	""	100	25	739.1428571	0.234157388	0.083333333
accorder	akORde	akɔʁde	accorder	VER	VER	""	""	inf	10.595	10.598	43.158	4.59890	1	8	6	1.65	1.5	VCCVCCVC	VCVCCV	3	66	0	9	a-kOR-de	3	V-CVC-CV	8	6	{cord}	"0-1-1"	/accord.er	100	25	640.0833333	-0.498144635	0.04
marteau	maRto	maʁto	marteau	NOM	NOM	m	s	""	10.592	10.592	11.449	3.39253	1	7	5	1.85	1.6	CVCCVVV	CVCCV	1	4	0	1	maR-to	2	CVC-CV	7	5	marteau	"0-1-1"	/marteau.eau	100	23	664.25	-0.422274652	0.04
chasseurs	Sas9R	ʃasœʁ	chasseur	NOM	NOM	m	p	""	10.592	10.592	26.377	2.76485	0	9	5	1.8	1.6	CCVCCVVCC	CVCVC	1	8	0	1	Sa-s9R	2	CV-CVC	0	1	""	""	""	93	15	646.4583333	-0.408641292	0
légumes	legym	legym	légume	NOM	NOM	m	p	""	10.592	10.595	13.225	3.79822	0	7	5	2.25	2	CVVCVCVC	CVCVC	0	0	0	1	le-gym	2	CV-CVC	0	5	""	""	""	100	17	600.08	-0.583328875	0
dessous	d°su	dəsu	dessous	ADV	ADV,NOM	""	""	""	10.576	28.392	11.468	11.02878	1	7	4	1.9	1.8	CVCCVVC	CVVCV	1	3	1	1	d°-su	2	CV-CV	7	5	sous	"1-1-0"	_dés/sous	95	23	626.6363636	-0.565084661	0
élections	elEksj§	elɛksjɔ̃	élection	NOM	NOM	f	p	""	10.576	10.576	20.402	2.79394	0	9	7	1.75	1.8	VVCVCCVVCC	VCVCCYVV	3	3	0	1	e-lEk-sj§	3	V-CVC-CYV	0	5	""	""	""	100	20	707.64	-0.217670651	0
muscles	myskl	myskl	muscle	NOM	VER,NOM	m	p	""	10.573	10.661	15.646	4.00796	0	7	5	1.85	1.65	CVCCCVC	CVCCC	2	21	1	4	myskl	1	CVCCC	0	5	""	""	""	100	26	590.1304348	-0.772732354	0
solitaire	solitER	solitɛʁ	solitaire	ADJ	NOM,ADJ	e	s	""	10.573	13.997	12.415	5.25107	1	9	7	2.25	2	CVCVCVVCV	CVCVCVC	1	1	1	3	so-li-tER	3	CV-CV-CVC	9	7	""	"1-0-1"	_sol(i).itaire	77	18	646.1304348	-0.419827857	0.041666667
partent	paRt	paʁt	partir	VER	VER	""	p	ind:pre:3	10.573	10.576	1035.642	4.51776	0	7	4	1.55	1	CVCCVCC	CVCC	7	113	0	4	paRt	1	CVCC	0	4	""	""	""	93	32	752.1111111	0.473924195	0.173913043
débarrasse	debaRas	debaʁas	débarrasser	VER	NOM,VER	""	s	sub:pre:3,ind:pre:1,imp:pre:2,ind:pre:3,sub:pre:1	10.573	10.585	66.487	4.60961	0	10	7	1.85	1.75	CVVCVCCVCCV	CVCVCVC	1	21	1	6	de-ba-Ras	3	CV-CV-CVC	11	7	""	""	""	94	18	788.875	0.188525729	0
préférez	pRefeRe	pʁefeʁe	préférer	VER	VER	""	""	ind:pre:2,imp:pre:2	10.570	10.579	148.642	4.60502	0	8	7	2	1.7	CCVVCVVCVC	CCVCVCV	1	4	0	13	pRe-fe-Re	3	CCV-CV-CV	0	7	""	""	""	100	20	721.826087	-0.189915622	0.04
premiers	pR2mje	pʁømje	premier	NOM	ADJ,NOM	m	p	""	10.566	29.320	134.203	11.26607	0	8	6	2.5	2	CCVCVVCC	CCVCYV	0	0	1	3	pR2-mje	2	CCV-CYV	0	6	""	""	""	96	29	619.3333333	-0.639390045	0
noeud	n2	nø	noeud	NOM	NOM	""	""	""	10.560	10.570	16.316	3.72933	1	5	2	1.95	1	CVVVC	CV	0	25	0	1	n2	1	CV	3	2	noeud	"0-1-0"	/noeud	100	15	646.04	-0.443752962	0
automne	otOn	otɔn	automne	NOM	NOM	e	s	""	10.557	10.557	10.687	3.86865	1	7	4	2.65	1.7	VVCVCCV	VCVC	0	5	0	1	o-tOn	2	V-CVC	7	3	automne	"0-1-0"	/automne	100	10	734.7826087	0.039804455	0.08
prostituée	pROstit8e	pʁɔstitɥe	prostitué	NOM	VER,NOM	f	s	""	10.551	11.364	17.791	3.40171	0	10	9	2.6	2.4	CCVCCVCVVVV	CCVCCVCYV	1	3	1	9	pROs-ti-t8e	3	CCVC-CV-CYV	0	8	""	""	""	100	18	668.4347826	-0.246858479	0.041666667
renversé	R@vERse	ʁɑ̃vɛʁse	renverser	VER	VER,ADJ	""	s	ind:imp:3,par:pas:,imp:pre:2	10.547	11.256	24.658	4.41825	0	8	7	1.95	1.6	CVCCVCCVV	CVCVCCV	0	4	1	9	R@-vER-se	3	CV-CVC-CV	8	7	envers	"1-1-1"	_r/envers.é	100	14	632.84	-0.406841365	0
cons	k§	kɔ̃	con	NOM	ADJ,NOM	m	p	""	10.541	13.142	71.241	4.43050	0	4	2	1	1	CVCC	CVV	21	213	1	4	k§	1	CV	0	3	""	""	""					
cachez	kaSe	kaʃe	cacher	VER	VER	""	""	imp:pre:2,ind:pre:2	10.541	10.544	207.842	4.45499	0	6	4	1.35	1	CVCCVC	CVCV	9	32	0	10	ka-Se	2	CV-CV	0	4	""	""	""	100	28	626.4166667	-0.54724621	0
grève	gREv	gʁɛv	grève	NOM	NOM,VER	f	s	""	10.541	10.785	11.253	1.81415	1	5	4	1.65	1.2	CCVVCV	CCVC	6	18	1	4	gREv	1	CCVC	4	4	grève	"0-1-1"	/grèv(e).e	72	25	580.32	-0.750092223	0
prières	pRijER	pʁijɛʁ	prière	NOM	NOM	f	p	""	10.535	10.535	23.497	3.90233	0	7	6	1.95	1.6	CCVVVCVC	CCVYVC	0	6	0	2	pRi-jER	2	CCV-YVC	0	5	""	""	""	96	26	636.2083333	-0.440353554	0
célébrer	selebRe	selebʁe	célébrer	VER	VER	""	""	inf	10.528	10.541	19.782	4.34936	1	8	7	2.35	2.15	CVVCVVCCVC	CVCVCCV	1	3	0	5	se-le-bRe	3	CV-CV-CCV	6	7	célèbre	"0-1-1"	/célèbr(e).er	100	16	657.16	-0.518689321	0
emporte	@pORt	ɑ̃pɔʁt	emporter	VER	VER	""	s	imp:pre:2,ind:pre:1,sub:pre:3,ind:pre:3	10.525	10.566	46.911	4.37691	0	7	5	1.55	1.55	VCCVCCV	VCVCC	3	21	0	2	@-pORt	2	V-CVCC	0	0	""	""	""	100	15	774.5217391	0.162668575	0
oignons	ON§	ɔɲɔ̃	oignon	NOM	NOM,VER	m	p	""	10.525	10.576	13.566	3.96050	0	7	3	1.55	1.65	VVCCVCC	VCVV	3	3	1	3	O-N§	2	V-CV	0	2	""	""	""	100	22	676.36	-0.272346502	0
fringues	fR5g	fʁɛ̃g	fringue	NOM	VER,NOM	f	p	""	10.522	10.579	10.649	4.02021	0	8	4	1.75	1.55	CCVCCVVC	CCVC	4	5	1	4	fR5g	1	CCVC	0	4	""	""	""	100	20	687.52	-0.126250009	0
sexuels	seks8El	seksɥɛl	sexuel	ADJ	ADJ	m	p	""	10.506	10.506	55.459	3.61145	0	7	7	2.25	2.45	CVCVVCC	CVCCYVC	0	0	0	3	sek-s8El	2	CVC-CYVC	0	7	""	""	""	100	20	662.6538462	-0.465862445	0
dés	de	de	dé	NOM	NOM	m	p	""	10.503	10.503	13.551	3.36497	0	3	2	1.2	1	CVVC	CV	14	68	0	3	de	1	CV	0	1	""	""	""			673.5416667	-0.32908747	0
donnerais	dOn°RE	dɔnəʁɛ	donner	VER	VER	""	s	cnd:pre:2,cnd:pre:1	10.500	10.500	1133.864	4.65860	0	9	6	1.8	1.55	CVCCVCVVC	CVCVVCV	2	8	0	3	dO-n°-RE	3	CV-CV-CV	0	0	""	""	""	96	27	698.9583333	-0.202901954	0
américain	ameRik5	ameʁikɛ̃	américain	NOM	ADJ,NOM	m	s	""	10.494	44.089	38.756	11.66718	1	9	7	2.95	2.5	VCVVCVCVVC	VCVCVCV	0	0	1	3	a-me-Ri-k5	4	V-CV-CV-CV	9	7	Amérique	"0-1-1"	/Améri(que)/c.ain	100	18	615.75	-0.497457881	0.04
poignardé	pwaNaRde	pwaɲaʁde	poignarder	VER	VER	m	s	par:pas:,ind:imp:3	10.494	10.497	22.282	3.38794	0	9	8	2.4	2.2	CVVCCVCCVV	CYVCVCCV	0	3	0	5	pwa-NaR-de	3	CYV-CVC-CV	0	8	""	""	""	96	28	769.0434783	0.162025401	0
tirs	tiR	tiʁ	tir	NOM	NOM	m	p	""	10.481	10.481	37.519	3.54715	0	4	3	1.2	1	CVCC	CVC	12	101	0	6	tiR	1	CVC	0	3	""	""	""			648.5	-0.247526168	0.04
culotte	kylOt	kylɔt	culotte	NOM	NOM,VER	f	s	""	10.478	10.579	14.649	3.55634	1	7	5	1.85	1.8	CVCVCCV	CVCVC	2	1	1	3	ky-lOt	2	CV-CVC	7	5	cul	"0-1-1"	/cul.otte	95	24	641.36	-0.431345141	0
splendide	spl@did	splɑ̃did	splendide	ADJ	ADJ	e	s	""	10.478	10.491	11.402	4.15646	1	9	7	3.75	2.95	CCCVCCVCV	CCCVCVC	0	0	0	1	spl@-did	2	CCCV-CVC	9	7	""	"0-1-1"	/splend(eur).ide	95	23	685.8636364	-0.233184143	0.043478261
promenade	pROmnad	pʁɔmnad	promenade	NOM	NOM	f	s	""	10.472	10.472	11.810	4.01868	1	9	7	2.55	2.8	CCVCVCVCV	CCVCCVC	0	0	0	1	pROm-nad	2	CCVC-CVC	7	6	mener	"1-1-1"	_pro/men(er).ade	100	26	624.76	-0.446151882	0
météo	meteo	meteo	météo	NOM	NOM	f	s	""	10.472	10.563	10.538	3.29608	1	5	5	1.95	1.9	CVVCVVV	CVCVV	0	1	0	1	me-te-o	3	CV-CV-V	7	5	""	"0-1-0"	/météo(rologie)	96	26	575	-0.763810578	0
peindre	p5dR	pɛ̃dʁ	peindre	VER	VER	""	""	inf	10.468	10.472	27.506	3.18279	1	7	4	1.55	1.25	CVVCCCV	CVCC	7	10	0	0	p5dR	1	CVCC	5	3	peindre	"0-1-1"	/peind(re).re	100	30	671.52	-0.334135303	0
constamment	k§stam@	kɔ̃stamɑ̃	constamment	ADV	ADV	""	""	""	10.468	10.468	10.468	4.48255	1	11	7	2.85	2.2	CVCCCVCCVCC	CVVCCVCV	0	2	0	0	k§s-ta-m@	3	CVC-CV-CV	7	7	{stant}	"1-1-1"	_con/{stant}.ment			800.76	0.185746833	0
remise	R°miz	ʁəmiz	remise	NOM	NOM,VER,ADJ	e	s	""	10.465	17.316	10.962	6.48194	1	6	5	1.5	1.35	CVCVCV	CVVCVC	6	10	3	8	R°-miz	2	CV-CVC	6	6	mettre	"1-1-1"	_re/m(ettre).ise	100	32	635.5833333	-0.366504942	0
vague	vag	vag	vague	NOM	ADJ,NOM,VER	e	s	""	10.462	16.142	18.079	5.50061	1	5	3	1.45	1	CVCVV	CVC	9	87	2	5	vag	1	CVC	5	3	vague	"0-1-0"	/§vague§	100	23	580.56	-0.807275528	0
aiderai	Ed°RE	ɛdəʁɛ	aider	VER	VER	""	s	ind:fut:1	10.459	10.459	802.867	4.64636	0	7	5	1.7	1.75	VVCVCVV	VCVVCV	3	4	0	3	E-d°-RE	3	V-CV-CV	0	0	""	""	""	100	27	740.1363636	-0.109721905	0.043478261
ordonne	ORdOn	ɔʁdɔn	ordonner	VER	VER	""	s	sub:pre:3,sub:pre:1,ind:pre:1,ind:pre:3,imp:pre:2	10.449	10.449	30.161	3.92988	0	7	5	1.75	1.75	VCCVCCV	VCCVC	1	2	0	2	OR-dOn	2	VC-CVC	0	0	""	""	""	100	25	662.25	-0.272231825	0
combats	k§ba	kɔ̃ba	combat	NOM	VER,NOM	m	p	""	10.449	12.358	76.557	4.07685	0	7	4	1.9	1.3	CVCCVCC	CVVCV	1	12	1	3	k§-ba	2	CV-CV	0	5	""	""	""	100	21	584.6	-0.906538569	0
cassé	kase	kase	cassé	ADJ	ADJ,VER	m	s	""	10.446	47.519	21.288	16.72688	1	5	4	1.3	1	CVCCVV	CVCV	9	29	1	10	ka-se	2	CV-CV	6	4	casser	"0-1-1"	/cass(er).é	100	19	610.2916667	-0.637949923	0
veiller	veje	veje	veiller	VER	VER	""	""	inf	10.446	10.449	32.108	4.46418	1	7	4	1.7	1.25	CVVCCVC	CVYV	3	13	0	10	ve-je	2	CV-YV	7	2	veille	"0-1-1"	/veill(e).er	100	27	691.72	-0.201142094	0
économie	ekonomi	ekonomi	économie	NOM	NOM	f	s	""	10.443	10.443	18.370	3.40937	1	8	7	2.25	2.3	VVCVCVCVV	VCVCVCV	0	1	0	1	e-ko-no-mi	4	V-CV-CV-CV	9	7	""	"1-0-1"	_éco.nom(ie)	95	21	654.96	-0.460393717	0
jet	dZEt	dʒɛt	jet	NOM	NOM	m	s	""	10.437	10.456	13.494	3.44152	1	3	4	1.35	1.8	CVC	CCVC	9	1	0	1	dZEt	1	CCVC	3	4	jeter	"0-1-0"	/jet(er)			642.9583333	-0.376114758	0.04
presse	pREs	pʁɛs	presser	VER	VER,NOM	""	s	imp:pre:2,ind:pre:1,ind:pre:3	10.434	57.525	33.892	15.83282	0	6	4	1.4	1	CCVCCV	CCVC	6	48	1	3	pREs	1	CCVC	6	4	presser	"0-1-1"	/press(er).e	100	31	590.96	-0.573691621	0
fascinant	fasin@	fasinɑ̃	fascinant	ADJ	ADJ,VER	m	s	""	10.427	11.506	14.604	4.78414	1	9	6	1.95	1.65	CVCCVCVCC	CVCVCV	3	5	1	2	fa-si-n@	3	CV-CV-CV	8	6	fasciner	"0-1-1"	/fascin(er).ant	100	25	634.1666667	-0.36926314	0
libération	libeRasj§	libeʁasjɔ̃	libération	NOM	NOM	f	s	""	10.427	11.693	10.595	3.88702	1	10	9	2.7	2.45	CVCVVCVCVVC	CVCVCVCYVV	0	0	0	1	li-be-Ra-sj§	4	CV-CV-CV-CYV	9	7	libre	"0-1-1"	/libér(er).ation	100	26	700.25	-0.07546198	0
tels	tEl	tɛl	tels	ADJ:ind	PRO:ind,ADJ:ind	m	p	""	10.421	11.443	131.225	4.83160	1	4	3	1.45	1	CVCC	CVC	7	36	1	10	tEl	1	CVC	4	2	tel	"0-1-0"	/tel			661.1818182	-0.234112357	0.083333333
sauvetage	sov°taZ	sovətaʒ	sauvetage	NOM	NOM	m	s	""	10.421	10.421	10.665	3.44611	1	9	7	2.8	2.8	CVVCVCVCV	CVCVVCVC	0	0	0	1	so-v°-taZ	3	CV-CV-CVC	7	7	sauf	"0-1-1"	/sauve.tage	96	25	647.5	-0.453647993	0.083333333
clef	kle	kle	clef	NOM	NOM	f	s	""	10.421	10.424	17.883	2.96234	1	4	3	1.85	1	CCVC	CCV	2	14	0	3	kle	1	CCV	4	3	cle(f)	"0-1-0"	/cle(f)	96	29	587.32	-0.82461325	0
u	y	y	u	NOM	NOM	m	""	""	10.421	10.434	15.000	2.57961	1	1	1	1	1	V	V	25	37	0	19	y	1	V	1	1	u	"0-1-0"	/u					
partira	paRtiRa	paʁtiʁa	partir	VER	VER	""	s	ind:fut:3	10.418	10.418	1035.642	4.51623	0	7	7	1.8	1.7	CVCCVCV	CVCCVCV	1	3	0	1	paR-ti-Ra	3	CVC-CV-CV	0	0	""	""	""	93	32	669.2916667	-0.296774074	0.04
évacuer	evak8e	evakɥe	évacuer	VER	VER	""	""	inf	10.418	10.424	19.845	3.77985	1	7	6	1.75	1.75	VVCVCVVC	VCVCYV	3	5	0	12	e-va-k8e	3	V-CV-CYV	7	6	vacuité	"1-1-1"	_é/vacu(ité).er	100	25	667.56	-0.432825756	0
prouvé	pRuve	pʁuve	prouver	VER	VER,ADJ	m	s	par:pas:,ind:imp:3	10.415	11.190	106.313	4.83925	0	6	5	1.8	1.35	CCVVCVV	CCVCV	2	7	1	9	pRu-ve	2	CCV-CV	6	5	preuve	"0-1-1"	/pr(eu/ou)v(e).é	100	19	598.8	-0.507615828	0
coté	kote	kote	coté	ADJ	VER,ADJ	m	s	""	10.415	19.348	12.234	6.33956	1	4	4	1.25	1	CVCVV	CVCV	10	30	1	10	ko-te	2	CV-CV	5	4	cote	"0-1-1"	/cot(e).é	78	19	581.6956522	-0.741533874	0.08
dessins	des5	desɛ̃	dessin	NOM	NOM	m	p	""	10.411	10.411	25.462	3.42009	0	7	4	1.7	1.45	CVCCVCC	CVCV	3	9	0	3	de-s5	2	CV-CV	0	4	""	""	""	100	20	639.7083333	-0.652968255	0.04
dignité	diNite	diɲite	dignité	NOM	NOM	f	s	""	10.411	10.411	10.446	4.07838	1	7	6	2.75	1.95	CVCCVCVV	CVCVCV	0	0	0	1	di-Ni-te	3	CV-CV-CV	7	6	digne	"0-1-1"	/digne.ité	100	23	683.375	-0.397849161	0.04
quête	kEt	kɛt	quête	NOM	NOM,VER	f	s	""	10.411	10.519	10.627	3.64666	1	5	3	1.9	1	CVVVCV	CVC	0	35	1	6	kEt	1	CVC	6	3	quête	"0-1-1"	/quêt(e).e	100	26	703.25	-0.416140293	0
rob	ROb	ʁɔb	rob	NOM	NOM	m	s	""	10.402	10.402	77.595	1.22627	1	3	3	1.05	1	CVC	CVC	15	21	0	5	ROb	1	CVC	3	3	""	""	""					
confier	k§fje	kɔ̃fje	confier	VER	VER	""	p	inf,	10.399	10.418	33.604	4.49020	1	7	5	1.65	1.65	CVCCVVC	CVVCYV	3	6	0	5	k§-fje	2	CV-CYV	6	6	(se) fier	"1-1-0"	_con/fi(er)	100	22	704.0909091	-0.072501406	0.083333333
intervenir	"5tERv°niR"	ɛ̃tɛʁvəniʁ	intervenir	VER	VER	""	""	inf	10.399	10.405	22.484	4.42437	1	10	9	2.6	2.9	VCCVCCVCVC	VCVCCVVCVC	0	0	0	0	"5-tER-v°-niR"	4	V-CVC-CV-CVC	9	9	venir	"1-1-1"	_inter/ven(ir).ir	100	24	753.8333333	0.181945405	0
endormi	@dORmi	ɑ̃dɔʁmi	endormir	VER	ADJ,VER	m	s	par:pas:	10.389	13.171	34.975	5.41029	0	7	6	1.7	1.6	VCCVCCV	VCVCCV	1	3	1	6	@-dOR-mi	3	V-CVC-CV	7	6	dormir	"1-1-1"	_en/dorm(ir).i	93	16	648.375	-0.534347306	0
seraient	s°RE	səʁɛ	être	AUX	VER,AUX	""	p	cnd:pre:3	10.386	28.203	8402.797	11.66871	0	8	4	1.6	1.45	CVCVVVCC	CVVCV	3	8	1	8	s°-RE	2	CV-CV	0	2	""	""	""	100	19	715.36	-0.219094206	0
câlin	kal5	kalɛ̃	câlin	NOM	NOM,ADJ	m	s	""	10.386	11.437	14.190	4.09369	1	5	4	1.85	1	CVVCVC	CVCV	0	21	1	5	ka-l5	2	CV-CV	2	4	câlin	"0-1-0"	/câlin	100	28	615.2857143	-0.608818599	0
oublions	ublij§	ublijɔ̃	oublier	VER	VER	""	p	ind:pre:1,imp:pre:1	10.380	10.383	410.870	4.54991	0	8	6	1.85	1.85	VVCCVVCC	VCCVYVV	1	1	0	1	u-bli-j§	3	V-CCV-YV	0	0	""	""	""	100	17	641.6818182	-0.542049016	0.043478261
utilisée	ytilize	ytilize	utiliser	VER	ADJ,VER	f	s	par:pas:	10.377	11.566	321.547	4.83925	0	8	7	2.35	1.65	VCVCVCVVV	VCVCVCV	1	5	1	10	y-ti-li-ze	4	V-CV-CV-CV	0	7	""	""	""	100	29	696.36	-0.200329998	0
opéra	opeRa	opeʁa	opéra	NOM	NOM,VER	m	s	""	10.373	10.405	10.766	2.52449	1	5	5	1.95	1.85	VCVVCV	VCVCV	0	3	1	2	o-pe-Ra	3	V-CV-CV	6	1	""	"0-1-0"	/§opéra§	91	24	615.9166667	-0.707115443	0
pompiers	p§pje	pɔ̃pje	pompier	NOM	ADJ,NOM	m	p	""	10.373	11.025	14.867	3.26087	0	8	5	1.9	1.75	CVCCVVCC	CVVCYV	1	4	1	4	p§-pje	2	CV-CYV	0	5	""	""	""	100	28	601.92	-0.735478489	0
large	laRZ	laʁʒ	large	ADJ	ADJ,NOM	e	s	""	10.370	18.323	13.051	7.07287	1	5	4	1.35	1.4	CVCCV	CVCC	10	13	1	3	laRZ	1	CVCC	5	4	large	"0-1-0"	/large	100	24	579.12	-0.803148996	0
ancêtres	@sEtR	ɑ̃sɛtʁ	ancêtre	NOM	NOM	m	p	""	10.370	10.373	12.500	3.24403	0	8	5	3	1.65	VCCVVCCVC	VCVCC	0	4	0	2	@-sEtR	2	V-CVCC	0	5	""	""	""	85	20	719.6363636	-0.086699095	0.083333333
saisir	seziR	seziʁ	saisir	VER	VER	""	""	inf	10.367	10.380	37.278	4.45805	1	6	5	1.75	1.4	CVVCVC	CVCVC	3	33	0	1	se-ziR	2	CV-CVC	6	5	saisir	"0-1-1"	/sais(ir).ir	100	24	615.28	-0.645115903	0
enfoiré	@fwaRe	ɑ̃fwaʁe	enfoiré	ADJ	NOM,ADJ	m	s	""	10.367	41.642	12.152	11.09767	1	7	6	2.15	1.8	VCCVVCVV	VCYVCV	1	2	1	8	@-fwa-Re	3	V-CYV-CV	7	6	foire	"1-1-1"	_en/foir(e).é	85	14			
buter	byte	byte	buter	VER	VER	""	p	ind:pre:2,inf	10.367	10.386	22.044	3.25168	1	5	4	1.25	1	CVCVC	CVCV	10	25	0	16	by-te	2	CV-CV	5	4	but(t)er	"0-1-1"	/but(er).er	89	28	724.6818182	-0.041533045	0.041666667
mettrai	mEtRE	mɛtʁɛ	mettre	VER	VER	""	s	ind:fut:1	10.367	10.367	944.310	4.63564	0	7	5	1.75	1.45	CVCCCVV	CVCCV	1	5	0	3	mE-tRE	2	CV-CCV	0	0	""	""	""	100	25	704.3181818	-0.318160787	0.041666667
pistes	pist	pist	piste	NOM	NOM,VER	f	p	""	10.367	10.443	57.057	4.19320	0	6	4	1.5	1	CVCCVC	CVCC	9	92	1	4	pist	1	CVCC	0	4	""	""	""	100	22	673.92	-0.369178405	0
choisit	Swazi	ʃwazi	choisir	VER	VER	""	s	ind:pas:3,ind:pre:3	10.364	10.364	191.288	4.39222	0	7	5	1.9	1.7	CCVVCVC	CYVCV	3	2	0	10	Swa-zi	2	CYV-CV	0	5	""	""	""	95	22	638.2916667	-0.686231217	0.04
tranquilles	tR@kil	tʁɑ̃kil	tranquille	ADJ	ADJ	e	p	""	10.361	10.361	89.016	4.40294	0	11	6	2.6	2.2	CCVCCVVCCVC	CCVCVC	1	0	0	1	tR@-kil	2	CCV-CVC	0	6	""	""	""	100	22	698.7727273	-0.169763039	0.041666667
cuire	k8iR	kɥiʁ	cuire	VER	VER	""	s	ind:imp:3,ind:pre:2,inf	10.358	10.392	18.927	4.22688	1	5	4	1.3	1.35	CVVCV	CYVC	8	59	0	4	k8iR	1	CYVC	5	4	cuire	"0-1-0"	/cui(re)	95	21	713.5416667	-0.158365366	0.04
manche	m@S	mɑ̃ʃ	manche	NOM	NOM	e	s	""	10.354	11.706	14.877	4.08604	1	6	3	1.45	1	CVCCCV	CVC	8	23	0	1	m@S	1	CVC	6	3	manche	"0-1-0"	/manche	100	23	647.9583333	-0.450702922	0.04
nue	ny	ny	nu	ADJ	NOM,VER,ADJ	f	s	""	10.354	15.225	40.367	5.16840	0	3	2	1	1	CVV	CV	21	26	2	10	ny	1	CV	3	2	""	""	""			625	-0.644157852	0.041666667
pétrin	petR5	petʁɛ̃	pétrin	NOM	NOM	m	s	""	10.354	10.354	10.434	4.22841	1	6	5	1.7	1.65	CVVCCVC	CVCCV	4	6	0	1	pe-tR5	2	CV-CCV	7	5	{pétr}	"0-1-0"	/{pétr}	86	22	764.4782609	0.144020549	0.041666667
sobre	sObR	sɔbʁ	sobre	ADJ	ADJ	e	s	""	10.351	10.351	11.038	3.65738	1	5	4	1.65	1.75	CVCCV	CVCC	4	4	0	1	sObR	1	CVCC	5	2	sobre	"0-1-0"	/sobre	100	18	685.6190476	-0.251117501	0.125
affection	afEksj§	afɛksjɔ̃	affection	NOM	NOM	f	s	""	10.345	10.345	10.712	4.06767	1	9	7	2.4	1.85	VCCVCCVVC	VCVCCYVV	0	3	0	1	a-fEk-sj§	3	V-CVC-CYV	9	7	{fect}	"1-1-1"	_a(d)/f/{fect}.ion	100	18	613.88	-0.609402237	0
déclare	deklaR	deklaʁ	déclarer	VER	VER	""	s	sub:pre:1,ind:pre:1,imp:pre:2,ind:pre:3	10.345	10.351	41.139	4.31568	0	7	6	1.75	1.65	CVVCCVCV	CVCCVC	2	2	0	2	de-klaR	2	CV-CCVC	0	0	""	""	""	100	27	596.0434783	-0.733292531	0
aura	oRa	oʁa	aura	NOM	AUX,VER,NOM	f	s	""	10.345	223.722	13.051	56.39620	1	4	3	1	1	VVCV	VCV	11	23	2	5	o-Ra	2	V-CV	4	3	aura	"0-1-0"	/aura	83	18	748.9047619	0.044496418	0.086956522
adversaire	advERsER	advɛʁsɛʁ	adversaire	NOM	NOM	e	s	""	10.342	10.342	14.263	3.62370	1	10	8	3.65	2.65	VCCVCCVVCV	VCCVCCVC	0	0	0	1	ad-vER-sER	3	VC-CVC-CVC	7	7	vers	"1-1-1"	_ad/vers.aire	100	23	677.92	-0.403056316	0
out	awt	awt	out	ADJ	ADJ,ADV	e	s	""	10.339	13.652	10.484	3.34813	1	3	3	1	1.45	VVC	VYC	21	11	1	4	awt	1	VYC	3	3	""	"0-1-0"	/§out§					
feraient	f°RE	fəʁɛ	faire	VER	VER	""	p	cnd:pre:3	10.335	10.335	9061.728	4.67697	0	8	4	1.7	1.8	CVCVVVCC	CVVCV	2	55	0	3	f°-RE	2	CV-CV	0	0	""	""	""	100	19	715.125	0.006773878	0.04
